"dc_title","writer","dc_date"
"아무나 삼촌은[1]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","16:56"
"2박4일도아니고 2박3일이면[1]  ","흠니양  ","16:56"
"유흥하는데 먼답이잇음?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[1]  ","아무나ㅋㅋㅋㅋ  ","16:55"
"베트남 여자애 입냄새[7]  ","ㅇㅇ(211.241)  ","16:52"
"2박3일 장점[3]  ","랜선여행(117.97)  ","16:52"
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이번년에 최고로빵터졋네 ㅋㅋㅋㅋㅋ[6]  ","아무나ㅋㅋㅋㅋ  ","16:50"
"요즘동갤에 왜케 그지같은샣기들이 많이 유입됫어요?ㅋㅋㅋㅋㅋㅋㅋ[12]  ","아무나ㅋㅋㅋㅋ  ","16:48"
"2박3일 전도사  ","랜선여행(117.97)  ","16:47"
"나대지 마라[8]  ","파타야사마  ","16:45"
"왜 2박 무시하는거죠?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[6]  ","아무나ㅋㅋㅋㅋ  ","16:44"
"새장국이 마려워요[2]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","16:43"
"ㅇㅍ 가서 노콘질싸 계속 하는데 모르더라[6]  ","ㅁ(220.75)  ","16:42"
"형님들 고마버요...  ","크르(182.232)  ","16:42"
"테메 가서 돌다보면[5]  ","타냐_  ","16:40"
"2박3일 5회이상 간적있다 손?[6]  ","테메앞(112.222)  ","16:35"
"크록스는 사랑입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[1]  ","아무나ㅋㅋㅋㅋ  ","16:35"
"시벌 업자들 종내 ㅂㄷㅂㄷ 되노 ㅜㅜ[2]  ","ㅇㅅㅇ얼구리  ","16:32"
"아고고 푸잉이[3]  ","ㅇㅇ(106.247)  ","16:32"
"2박3일 가본새끼있냐?[6]  ","ㄱㅅ(223.62)  ","16:29"
"솔딕히 방콕 5번째가는디 소카 테메 팟퐁 스독만 가면된다  ","ㅇㅇ(110.70)  ","16:28"
"파타야에서 알파바운스 신고다님 병신같음?[5]  ","너구리  ","16:27"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"ㅆㅂㄱ 망고밥 한사바리 씨게 말아주이소[3]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","16:26"
"이런 푸잉들 있ㄴ??[1]  ","ㅇㅇ(110.70)  ","16:25"
"얼굴이가 이해력이빠르네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[5]  ","아무나ㅋㅋㅋㅋ  ","16:25"
"파타야에서 크록스 신고다니면 병신같음?[10]  ","너구리  ","16:21"
"ㅅㅂ거 루저세키들 꽁떡 왜 못함?[1]  ","도조요로시꾸오네가이시마스  ","16:20"
"공식사이트 아니면 항공권 마일리지 적립안됨?[3]  ","ㅇㅇ(220.77)  ","16:16"
"형냐들 베트남 가는데 100만원이면 몇박 놀아?[8]  ","ㅇㅇ(1.253)  ","16:15"
"오늘 저녁 11시반 타이항공인데[1]  ","ㅇㅇㅇ(49.231)  ","16:14"
"멤버 결국 이거네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ[26]  ","ㅇㅅㅇ얼구리  ","16:10"
"베트남에서 만든 게임[10]  ","크리처(211.226)  ","16:07"
"양키에게 주로 박히는 푸잉애덜[6]  ","잦이몽둥이(우호~!)  ","16:00"
"동남아 애들 중에 피부 하얀애들은 무조건 이쁜 것 같다.[3]  ","ㅇㅇ(1.253)  ","15:56"
"근데 푸잉은 설렘이 없다.[6]  ","하모니(175.223)  ","15:52"
"이블린형 ㅅㅂ질4를 대체 왜 쳐하냐 너같은 형때문에 내가[5]  ","ㅇㅇ(218.154)  ","15:43"
"8박9일 방린이의 이야기 3일차- 데파짓, 러시아, 팔라스[13]  ","물뱉는하마  ","15:36"
"몸매 좋은 베트남 여자 사진[4]  ","크리처(211.226)  ","15:31"
"기모노입은 베트남 미소녀[5]  ","크리처(211.226)  ","15:30"
"길거리에서 음식 먹는 베트남 여자[3]  ","크리처(211.226)  ","15:26"
"저기 밑에 편순이 글보고 옛날 기억  ","혼지(110.70)  ","15:25"
"푸잉 자존심왜케쎄냐 [5]  ","ㅏㄴㄱ(96.30)  ","15:15"
"레이트체크아웃하고 루프탑가려는데.. 캐리어 보관되는 루프탑 아는 횽?[5]  ","인직(210.178)  ","15:13"
"파타야에 장기거즈 양할배 ㄹㅇ 좀 심하게 많은것같은데[4]  ","잦이몽둥이(우호~!)  ","15:13"
"다닥쳐 일베쪼랩새끼들이 밖에서 쎈척하고 다니는데 걸리면 듸진다[1]  ","ㅇㅇ(119.200)  ","15:09"
"행님들 여쭤볼께이씀미다[4]  ","김서방(223.62)  ","15:07"
"푸잉 비하할때 쓰는 단어 걸레 보징어 원숭이[5]  ","ㅇㅇ(223.38)  ","15:03"
"썸남이 저보고 넌 긴장되는 외모는 아니라는데 무슨 뜻이죠[1]  ","ㅇㅇ(175.223)  ","15:03"
"세부 호텔 좀 추천해주라[3]  ","ㅇㅇ(121.129)  ","15:01"
"형님들 유흥종류 정리된거 없나연ㅠㅠ[5]  ","ㅇㅇ(223.62)  ","14:56"
"푸잉한테 걸레라고 하지 마라[3]  ","ㅇㅇ(223.38)  ","14:53"
"왜 멤버를 가지마라하지????[7]  ","ㅋㅋㅋ(223.24)  ","14:50"
"여자도 20대남자좋아하니까 남자도30 넘어가면서부터 결혼불가능아니냐?? [1]  ","ㅇㅇ(175.223)  ","14:49"
"토토업자들 존나 많네 시발거[1]  ","ㅇㅇ(220.87)  ","14:48"
"아속 갤러리라12 호텔어떤가요?[2]  ","ㅇㅇ(220.77)  ","14:47"
"학식인데 필리핀 어학연수 어떻게생각함?[4]  ","ㅇㅇ(223.62)  ","14:44"
"안셀 콘돔 괜찮다[1]  ","비아  ","14:39"
"아시아나 방타이 왕복항공권 29만원이면 싼거냐?[7]  ","ㅇㅇ(117.111)  ","14:33"
"아속역에서 자몽이슬 필요하신분 있을까요?[6]  ","아속역이슬(211.187)  ","14:23"
"해외에 급하게 돈찾을때 유용[10]  ","베트남(175.120)  ","14:22"
"한국 ㅅㅌㅊ 카오산가면 백마누나 꼬시기 가능?[9]  ","ㅇ(182.232)  ","14:20"
"현탐온 편순이,,,,,,[8]  ","ㅇㅇ(210.126)  ","14:17"
"심심해서 사칭해봄[1]  ","매탕구리  ","14:16"
"방콕 미용실 갈만한데 있냐[7]  ","ㅇㅇ(117.111)  ","14:15"
"방타이 준비 끝[1]  ","ㅇㅇ(221.140)  ","14:15"
"5월2일부터 방콕행 10시 30분꺼 보잉 787 드림라이너 ㅋㅋㅋㅋㅋ[3]  ","아무나ㅋㅋㅋㅋ  ","14:15"
"내일 모레 방타이라 머리카락 잘랐는데[21]  ","ㅇㅇ(106.102)  ","14:12"
"바카라형림이 ㅎㅌㅊ인척 하지만..[3]  ","메탕구리  ","14:12"
"니들이 아무리 못생겼다고 징징대봐야[4]  ","비아  ","14:11"
"형님들 오로지 유흥목적이면 방콕vs파타야 어디가 괜찮습니까[4]  ","오크랑(39.7)  ","14:10"
"[진지] 전담액상 레드불가져가면 창녀들이 조아함?[2]  ","오닉스간다(61.74)  ","14:07"
"오늘 간다[5]  ","비아  ","14:07"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"니들도 알고 있겠지만[8]  ","BACCARA  ","14:03"
"동갤에서 제일 지긋지긋한 인간[6]  ","ㅇㅇ(117.111)  ","14:03"
"소나테스 이제 바꿀때 안됐냐[2]  ","ㄱㄱ(223.39)  ","13:59"
"드디어 환전 했드아!!!! (정보 참고)[5]  ","도라도라(14.32)  ","13:59"
"보박튀 6월 방타이함?[1]  ","장성기  ","13:55"
"동갤 연령별호칭[1]  ","ㄱㄱ(223.39)  ","13:51"
"여기에 업자들이 많음??[2]  ","ㅇㅇ(110.70)  ","13:49"
"헐리서 이거 받음[2]  ","깽쯧(119.46)  ","13:49"
"동린이들을 위한 간단 소나테스 뜻 설명[19]  ","잭콕  ","13:39"
"소나테황 얼구리님[2]  ","이블린(223.62)  ","13:38"
"이블이랑 얼구리 댈꾸 윈드밀가고싶다[7]  ","ㅇㅇ(218.154)  ","13:34"
"베트남은 보ㅈㅇ 많음?[3]  ","ㅇㅇㅇ(1.252)  ","13:34"
"아 그냥 안갈래요...[12]  ","ㅇㅅㅇ얼구리  ","13:32"
"뱅콕에서 라이브 기가막히게 하는 라이브 카페 아는 분 계십니까  ","ㅇㅇ(223.62)  ","13:30"
"세상에서 제일 병신같은 새끼들[4]  ","ㅇㅇ(175.223)  ","13:29"
"사진좀 찍을걸 시부럴[5]  ","이블린(223.62)  ","13:25"
"일본 말고 백마 사귀어라[16]  ","RMIT(115.20)  ","13:23"
"창녀들 주제에 사람 가리노? 멤버 얼마길래[1]  ","ㅇㅇ(221.165)  ","13:21"
"그냥 제생각엔 동갤 형들은 대부분 멤버 안가는게 맞는거 같아요[7]  ","크리드형(43.249)  ","13:20"
"맴버 가는 이유.EU[9]  ","잭콕  ","13:19"
"한일커플 절라많네~ㄷㄷㄷ[2]  ","ㅇㅇ(222.111)  ","13:19"
"얼굴이형  혹시 맴버 가더라도 [2]  ","어무나ㅋㅋㅋㅋㅋㅋ(223.62)  ","13:18"
"헬리핀 4일차입니다[5]  ","메탕구리  ","13:17"
"멤버보다 윈드밀같은곳에서 질펀하고 즐겁고 유쾌하게 노는게 더 좋더라  ","ㅇㅇ(218.154)  ","13:16"
"여자도 20대남자좋아하니까 남자도 30 넘어가면서부터 결혼불가능아니냐??[2]  ","ㅇㅇ(175.223)  ","13:16"
"궁금해서 개념글 찾아봣거든??[6]  ","ㅇㅅㅇ얼구리  ","13:12"
"똥글 싸는 동발럼 걸러낼수 있는 앱 사용해봐라[4]  ","ㅇㅇ(76.205)  ","13:12"
"멤버는 안가는게 맞음 [4]  ","크리드형(182.232)  ","13:10"
"얼구리 샣기야 방타이의 꽃이 멤버다 담엔 꼭 멤버가라 샣기야[3]  ","ㅇㅇ(218.154)  ","13:09"
"업자샣기들[7]  ","ㅇㅅㅇ얼구리  ","13:08"
"얼구리 시발거 그냥 직접 가봐라 아라찌 ㅋㅋㅋ[2]  ","방타이아다땠다  ","13:06"
"얼굴이 형  방타이하면  맴버도 가고  에덴도 가고[3]  ","어무나ㅋㅋㅋㅋㅋㅋ(223.62)  ","13:02"
"여러분이 기다리시는거 같아 준비했읍니다[11]  ","메탕구리  ","13:00"
"솔직히 멤버 가는 이유는[2]  ","크리드형(43.249)  ","12:59"
"비지니스는 먹방이지[5]  ","타냐_  ","12:57"
"키스 오랄 피하고 콘끼면 성병 잘 안 걸린다[2]  ","ㅇㅇ(223.38)  ","12:57"
"아니 그래서 결국 멤버가는 이유는[11]  ","ㅇㅅㅇ얼구리  ","12:54"
"5박일정 어떻게 짜는게 좋음?[6]  ","ㅇㅇ(223.62)  ","12:54"
"내주쥐에 보증잘못서서 망한사람 많이봤지[2]  ","ㅇㅇ(61.43)  ","12:51"
"아 그렇구나 나는 정보만 달래서 준것뿐임[7]  ","야호(211.187)  ","12:48"
"멤버 구장별 한줄평[4]  ","크리드형(43.249)  ","12:45"
"12일날 푸잉 온다는데 입국 보증서 써줌[7]  ","야호(211.187)  ","12:44"
"영어 안되는데 건마에서 푸잉 꼬심 가능?[7]  ","ㅁㅁ(182.211)  ","12:38"
"형들 여름에 두명이서 태국가려고 하는 처음이야 ㅠㅠ[9]  ","오크랑(39.7)  ","12:37"
"비즈 별거없다[9]  ","ㅇㅇ(58.124)  ","12:35"
"얘 괜찮더라[3]  ","크리드형(43.249)  ","12:35"
"ㅋㅋㅋㅋ 한국인들 개 잘 생겼네[6]  ","RMIT(115.20)  ","12:34"
"난 진짜 태국년들은 못따먹겄더라[4]  ","ㅇㅇ(175.223)  ","12:33"
"제발 놀지도 못할거면 오지좀마라[6]  ","ㅇㅇ(180.183)  ","12:30"
"근데 피부접촉 성병은 어떻게하려고 박아대냐?[4]  ","ㅇㅇ(175.223)  ","12:20"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"난 박튀횽이 ㅆㅅㅌㅊ인걸 미리알고잇엇지[2]  ","ㅇㅅㅇ얼구리  ","12:14"
"다낭에서 해축보는법좀[1]  ","ㅇㅇ(117.4)  ","12:13"
"스트랩스애랑 꽁으로 롱탐했는데......[7]  ","ㅋㅋ(211.36)  ","12:09"
"땅콩 비즈니스 50에 판다[22]  ","ㅇㅇ(175.223)  ","12:06"
"S33 컴팩트 수쿰빗 M룸 5.2인데 ㅍㅌㅊ?[10]  ","ㅋㄷ(211.215)  ","12:03"
"동갤에서 왜 오피찾냐?[3]  ","장성기  ","12:01"
"방타이 한달전인디 머리잘랏음[17]  ","보박튀  ","12:00"
"방타이 하려면 백수여야함??[1]  ","ㅇㅇ(223.38)  ","11:58"
"21만원 제주항공 vs 39만원 대한항공[9]  ","ㅇㅇ(211.36)  ","11:51"
"ㅅㅂㄱ 나도 비즈니스 타고 싶따[10]  ","ㅇㅇ(106.102)  ","11:50"
"형님들 타이항공 비즈는 패스트트랙 없어?[5]  ","ㅇㅇ(125.139)  ","11:44"
"6월 말까지는 티켓 싸면20초부터  보통 30중반이네 [2]  ","ㅇㅇ(211.36)  ","11:41"
"누가 그녀에게 고기를 알려준건지요...[7]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","11:39"
"친구랑 산호섬 갔다가 죽을뻔함  (사실주의)[3]  ","34(1.223)  ","11:21"
"오라오라 안오는 꿀팁준다[7]  ","타냐_  ","11:11"
"이게 사랑인가[13]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","11:05"
"방타이하는 형들중에 [3]  ","ㅇㅇ(223.39)  ","11:02"
"방아다(태국 첫방문)를 위한 간략 팁(방콕편).jungbo[23]  ","반포쥬민(175.223)  ","10:55"
"왜 휴가만오면..[7]  ","메탕구리  ","10:48"
"간만에 온 파타야는 변한거라곤[5]  ","<U+2728>ㅂㄷㅂㄷ<U+2728>  ","10:47"
"터미널21?소피텔?  ","크리넥스(220.72)  ","10:43"
"건마 푸잉들 꼬시기가 제일 쉽습[5]  ","DDALDDAL  ","10:41"
"난 오라오라병 올때마다 내가 쓴 후기보는데[12]  ","잭콕  ","10:40"
"꼭두각시 할마시 대통령으루 뽑눈나라가 태국왕 욕해??[8]  ","ㅁㅁㅁ(122.40)  ","10:39"
"20년 2월 마일리지 발권[13]  ","반백ㅌㄸ(211.36)  ","10:39"
"고추란 터치가능?[7]  ","쪼루(203.226)  ","10:38"
"STRAPS 에이스가 몇번이냐?  ","ㅇㅇ(76.205)  ","10:34"
"오늘 환전 신청했다 디데이 -4[1]  ","혼지(110.70)  ","10:31"
"센세푸잉 정보좀 주라[6]  ","ㅇㅇ(121.136)  ","10:17"
"그런데 결혼을 꼭 해야하는거냐?[4]  ","ㅇㅇ(223.38)  ","10:15"
"멤버 푸잉들은 나이 먹으면 뭐하고 삼?[6]  ","ㅇㅇ(114.206)  ","10:14"
"푸잉이 한국 놀러온적 있는사람?[9]  ","ㅁㅇ(39.7)  ","10:10"
"알리익스프레스 중국에서 1달러 무료배송 롬[1]  ","소이혹탐험가  ","10:09"
"헐리가면 하우머치 언제물어보냐?[1]  ","ㅋㄷ(211.215)  ","10:05"
"오라병 곶통스럽다[6]  ","이블린(223.62)  ","10:04"
"앞으로 항공사는 비엣젯이다[5]  ","소이혹탐험가  ","10:01"
"한국은 동남아에 식민지 없냐?[1]  ","ㅇㅇ(175.223)  ","09:59"
"ㅅㅂ거 사랑니  좆나 아프다[1]  ","도조요로시꾸오네가이시마스  ","09:56"
"방벳 30회 이상 질문 받는다[27]  ","베트남(175.120)  ","09:50"
"원래 도시락한테 자꾸 i love you 해줘야함?[2]  ","ㅇㅇ(223.62)  ","09:50"
"여기 싱가폴 가는 동발럼들은 없냐?[6]  ","훈이북치기박치기(175.223)  ","09:43"
"동발럼들 30대가 젤많나?[7]  ","ㄱㄱ(223.39)  ","09:36"
"방콕시내에서 환전하실분 잇나요 15일날[6]  ","흑면서생  ","09:25"
"스트레스 받는다ㅏㅏㅏㅏㅏㅏㅏ[3]  ","런닝샤슈  ","09:15"
"형림들 태국날씨현재 어떠스무니까[2]  ","닉낙(223.62)  ","09:12"
"업체통한 국결이 김치뇬보다 낳을순 있다[3]  ","ㅅㅅ(175.211)  ","09:04"
"7시간쯤 자고 일어났더니 온 몸이 개운하다.[15]  ","BACCARA  ","08:54"
"국제결혼이 한국보다 저렴할꺼라 생각 하는 사람 진짜 많은거 같다ㅋㅋㅋㅋㅋ[3]  ","ㅇㅇ(211.172)  ","08:40"
"밑에 이 사진 올린 새끼야  ","잦이몽둥이(우호~!)  ","08:32"
"파타야에서 ㅈ나가다 본 한국애덜 특징은[4]  ","잦이몽둥이(우호~!)  ","08:23"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"이제 그만 연락하자고 하니까 푸잉이 막 운다[3]  ","ㅇㅇ(223.38)  ","08:08"
"푸잉 i miss you 의미점[11]  ","틀니딱딱(220.72)  ","08:07"
"퇴근한다[4]  ","ㅇㅅㅇ얼구리  ","08:05"
"씨이바아아아알 돈 벌기 진짜 힘들다.....................  ","ㅇㅇ(211.172)  ","08:04"
"일본애들 아이코스 길빵하고 다니는데[1]  ","방타이2번째(110.70)  ","08:00"
"아니 유라이크 왜 쓰지?[1]  ","틀니딱딱(220.72)  ","07:26"
"유흥 신경안쓰고 그냥 휴양이나 물놀이 하려면 어디가 좋음?[8]  ","ㅇㅇ(182.228)  ","07:22"
"조센에서 태국이나 베트남 맥주 있음?[7]  ","틀니딱딱(220.72)  ","07:21"
"장립종 쌀 싫어하는 사람 있냐?[3]  ","ㅇㅇ(124.63)  ","07:17"
"바셀 비달만 축구하더만 씹새끼들..[4]  ","ㅇㅇ(223.39)  ","06:57"
"어떤 새끼가 도키도키 추천햇엇냐[2]  ","ㅇㅇㅇ(49.231)  ","06:27"
"챔스 리버풀 결승 진출!![3]  ","ㅅㅌㅊ(49.230)  ","06:02"
"비치로드 꿀통인데 까올리만 기겁한다[5]  ","ㅇㅇ(124.217)  ","06:00"
"유동골뱅이[1]  ","유동골뱅이(182.232)  ","05:49"
"비치로드 해변에서 돗자리 깔고 정상적인 푸잉과 즐기고싶은데[3]  ","잦이몽둥이(우호~!)  ","05:42"
"밤에는 역시[3]  ","유동골뱅이(182.232)  ","05:42"
"파타야에서 이쁜레보 보려면 어디가야되냐?[17]  ","ㅇㅇ(27.102)  ","05:21"
"인세니티 ㄱㄸ불가능이냐??[1]  ","ㅇㅇ(72.143)  ","04:50"
"오늘부로 방콕에서 깝치는 학식이년은 뒤진다[4]  ","동갤일짱(175.223)  ","04:48"
"방콕 가성비 ㅈ텔 추천점요[6]  ","ㅇㅇ(220.77)  ","04:35"
"팩트주의)방콕클럽가는 20대99프로[14]  ","ㅇㅇ(119.64)  ","03:57"
"이푸알 방콕 테매?[35]  ","푸잉그라(211.36)  ","03:49"
"하 선택장애오진다[4]  ","ㅇㅇ(211.36)  ","03:42"
"나는 공떡충인데[5]  ","ㅇㅇ(124.63)  ","03:41"
"혹시 지금 공항에서 파타야 택시 타는 사람[5]  ","ㅇㅇ(223.24)  ","03:31"
"맴버가서 놀 때 팁[1]  ","ㅇㅇ(115.40)  ","03:23"
"이래서 베트남 베트남 하나보다[3]  ","Valiant(27.102)  ","03:22"
"30대 중반인데[3]  ","ㅇㅇ(115.40)  ","03:17"
"명불허전 셔벳[2]  ","사퇴하세욧(223.24)  ","03:15"
"근로장려금 준다고하네...[6]  ","ㅇㅇ(115.40)  ","03:08"
"아시아나 39면 이면 ㅍㅌㅊ?[3]  ","ㅇㅇ(112.186)  ","03:03"
"8박 9일 방린이의 이야기 2일차 - 태국 총선, 러시아녀[15]  ","물뱉는하마  ","02:57"
"형들 해외에서 한국유심 피처폰에 사용되?[1]  ","Emoi  ","02:56"
"카오산로드 한국인[2]  ","ㅇㅇ(49.230)  ","02:54"
"8월 당일 호텔예약 빡시려나[1]  ","ㅇㅇ(223.33)  ","02:44"
"방콕 바카라ㅋㅋㅋ  ","ㅇㅇㅇ(182.232)  ","02:41"
"정-전  ","장성기  ","02:35"
"큰일이다[6]  ","장성기  ","02:31"
"소이6 vs 노천바[1]  ","ㅇㅇ(118.45)  ","02:27"
"팩트주의) 방콕 클럽가는 아재특징 [6]  ","ㅇㅇ(211.36)  ","02:24"
"카오산에서 땀 존나게 뺏는데 어디가야될까요[2]  ","스프링딸  ","02:15"
"오토체스 재밋음?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[2]  ","아무나ㅋㅋㅋㅋ  ","02:06"
"잠이안온다 ㅜㅜㅜㅜㅜㅜ[2]  ","아무나ㅋㅋㅋㅋ  ","02:03"
"하노이 조같누[4]  ","ㅇㅇ(118.70)  ","01:58"
"피어가실분!  ","호(223.24)  ","01:57"
"형들 파타야 쏘이6 마감시간 언제지?[6]  ","파린이(117.111)  ","01:57"
"이 푸잉 알?  ","ㅇㅇ(223.62)  ","01:51"
"이푸잉 아직 센세이션 일하냐??[3]  ","ㅇㅇ(121.136)  ","01:49"
"헐리 푸잉 알??[2]  ","ㅇㅇ(121.136)  ","01:48"
"존내궁금한게 푸잉들은 왜 교정기 다 끼고 있어?[3]  ","호치민가고싶다(175.223)  ","01:44"
