"dc_title","writer","dc_date"
"한국보다 일본이 친절한사람 많은이유가 모임?[1]  ","ㅇㅇ(59.7)  ","05.03"
"일본 음악 가격 비싸넹. JPG[1]  ","녹두장군♂  ","05.03"
"나라+고베 하루에 가능 함?[4]  ","ㅇㅇ(110.9)  ","05.03"
"연휴에 일본갈라는데..가도되남?[1]  ","ㅁㄴㄹㅇㅁ(210.91)  ","05.03"
"지금은 일본의 천황제 폐지 여론이 극소수이지만  ","ㅇㅇ(61.253)  ","05.03"
"알고보면 해외에 한류(韓流)가 거의 없음[10]  ","ㅇㅇ(223.63)  ","05.03"
"내 글 왜 막 삭제 되는 거냐  ","조선누룽지  ","05.03"
"32살 아재 일본 헌팅기-1  ","똥남아(219.251)  ","05.03"
"저당질맥주 직구가능하냐  ","ㅇㄴ(175.223)  ","05.03"
"한국관광에서 몰빵서울을 뺀 나머지 지방의 현실[2]  ","ㅇㅇ(175.116)  ","05.03"
"???[NHK입니다][1]  ","123ㅌ  ","05.03"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"사나가 공격 받은것에 분노를 느낀 사람 헬프미[1]  ","ㅇㅇ(210.183)  ","05.03"
"블라디보스톡가는데 숙박 한곳에서 3박해도 괜찮지??[1]  ","ㅇㅇ(121.170)  ","05.03"
"콩와스끼울?[3]  ","ㅇㅇ(14.58)  ","05.03"
"화과자나 당고 먹고싶은데  ","시노부o  ","05.03"
"도쿄 관광지 추천좀[2]  ","현자탐(58.140)  ","05.03"
"얘들아 안냥, 난 쿨가이 콩와스끼울이라고 해.  ","콩와스끼울  ","05.03"
"지끔들어온 게이들을 위한 요약.[3]  ","콩와스끼울  ","05.03"
"논리로 한명 줘털었으니 퇴갤한다 ㅋㅋ[2]  ","ㅇㅇ(178.128)  ","05.03"
"콩와야 그래도 인정하니까 얼마나 좋냐 ㅋㅋㅋ[4]  ","ㅇㅇ(178.128)  ","05.03"
"석천이 털었는데 이제는 콩와 씹새끼가 왔구만ㅋㅋ...[6]  ","dd(199.249)  ","05.03"
"혹시 분카패션스쿨 여기 유명한가요??[3]  ","123(112.218)  ","05.03"
"구오오오 열받는다ㅏㅏㅏ[2]  ","콩와스끼울  ","05.03"
"178.128 설마 콩와형님이 말한 그 당사자냐?[5]  ","ㅇㅇ(122.34)  ","05.03"
"틀딱들이 부들거릴때 발끈해서 말많아지던데 ㅋㅋㅋ  ","ㅇㅇ(110.70)  ","05.03"
"콩와 저 양반 그래도 인정은 했네 ㅋㅋㅋ  ","ㅇㅇ(178.128)  ","05.03"
"후쿠오카 여행지 추천점[2]  ","살바드라  ","05.03"
"선비질의 인피니티.[6]  ","콩와스끼울  ","05.03"
"아니 콩와야 딴 맥주 산게 왜 비웃음 당할일이냐????????[3]  ","ㅇㅇ(178.128)  ","05.03"
"[일본반응]전범기업 자산 매각절차 시작  ","ㅇㅇ(1.240)  ","05.03"
"개털리고 쿨한척~ㅋㅋㅋ  ","ㅇㅇ(175.223)  ","05.03"
"콩와 저 새끼 논리가 자꾸 논점 바꾸는거[1]  ","ㅇㅇ(178.128)  ","05.03"
"다시 넘어왔다.[1]  ","콩와스끼울  ","05.03"
"콩와야 ㅋㅋ오지라퍼 떨지말라면서 니가 오지라퍼 중이냐 ㅋㅋ[10]  ","ㅇㅇ(178.128)  ","05.03"
"야 씨발 좀 대충대충 넘어가쟈~[6]  ","콩와스끼울  ","05.03"
"글삭해서 다시 적음ㅋ[1]  ","콩와스끼울  ","05.03"
"석천이세리 끝까지 물타기[2]  ","ㅇㅇ(223.141)  ","05.03"
"여기 일뽕새끼들 문제점  ","ㅇㅇ(104.131)  ","05.03"
"접때 나하공항에서...[11]  ","콩와스끼울  ","05.03"
"디시 운영정책이 자발적으로 바뀌면서 일뽕 도배 못막아서 망한거지  ","ㅇㅇ(104.131)  ","05.03"
"와이프가 의외로 좋아했던 곳.[2]  ","콩와스끼울  ","05.03"
"일갤 좆망한거 프외자 때문은 아니지 병신들아 ㅋㅋㅋㅋ[2]  ","ㅇㅇ(104.131)  ","05.03"
"롯폰기 vs 시부야 클럽추천좀[2]  ","글쓴(126.244)  ","05.03"
"한국병원이 저렴해서 온다고?? 풉키풉키[4]  ","ㅇㅇ(110.70)  ","05.03"
"일갤하다 개뿜 글ㅋ[1]  ","콩와스끼울  ","05.03"
"담주 제주도 출장인디...[3]  ","콩와스끼울  ","05.03"
"석천형님 탈갤사태 한줄요약[2]  ","성산지부(210.149)  ","05.03"
"일본 애들보면 얼렁뚱땅 흐지부지 넘어갈려고 하는 경향이 있는데[3]  ","지나간(222.110)  ","05.03"
"일본가서 24인치 캐리어 전체에 맥주쟁여오면 안됨?[3]  ","ㅇㄴ(175.223)  ","05.03"
"아침을 여는 신칸센이다 ㅇㅇ[1]  ","大阪民<U+56FD>(106.101)  ","05.03"
"한국의 의료기술은 미국도 못따라옴[3]  ","大阪民<U+56FD>(106.101)  ","05.03"
"심판한다.  ","콩와스끼울  ","05.03"
"도쿄여행 초보임  ","ㅇㅇ(223.62)  ","05.03"
"후쿠오카 여행가는데 로컬 이자카야같은곳 아는사람 있냐[2]  ","무직맨  ","05.03"
"두바이 왕자도 경험한 일. 한 클라스[4]  ","ㅇㅇ(175.116)  ","05.03"
"일본여행 갈라고 20마넌 모은걸로 안되면 안갈라고 베팅했는데[2]  ","홍익영남인  ","05.03"
"여기가 미나미 맞나요 ?  ","ㅇㅇ(27.253)  ","05.03"
"일본 풍속업이 궁금하면  ","ㅇㅇ(39.7)  ","05.03"
"다카마쓰 간다  ","백석도서관(121.132)  ","05.03"
"프외지 진짜 대단하다[6]  ","ㅇㅇ(218.154)  ","05.03"
"형들 20인치 캐리어는 따로 돈 안내도 되지?[2]  ","ㅇㅇ(125.179)  ","05.03"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"타갤에서도 욕쳐먹는 61살 중졸 틀딱[1]  ","일본학과(185.72)  ","05.03"
"일드갤의 유일한 61살 중졸 버러지 틀딱을 소개합니다  ","ㅇㅇ(194.71)  ","05.03"
"삿포로 사진은 좀 찍었던거 같은데 영상은 별로 안찍음  ","조선누룽지  ","05.03"
"님들 빡대가리라 몰겟는데 뱅기 예약 날짜변경하면 수수료[1]  ","민트쵸코좋아  ","05.03"
"석천형님 보십시오.  ","ㅇㅇ(122.34)  ","05.02"
"근데 석천인지가 병신인 건 둘째치고 이건 짚고 넘어가라 븅신새끼들아[6]  ","ㅇㅇ(125.9)  ","05.02"
"나고야 사카에 유흥  ","ㅇㅇ(126.208)  ","05.02"
"도쿄왔는데 술취한 일본놈들이[9]  ","일본놀러옴(126.146)  ","05.02"
"지금 석천인지가 문제냐??????[3]  ","ㅇㅇ(178.128)  ","05.02"
"석천이 입갤하니까 숨어있던 해외ip 튀어나오는거 보소ㅋㅋㅋ[1]  ","ㅇㅇ(104.236)  ","05.02"
"석천이가 프외자 저격한이유 [1]  ","ㅇㅇ(110.70)  ","05.02"
"외노자 고작 블랙기업 취직한게 띠꺼운게 전부는 아닐텐데  ","ㅇㅇ(110.70)  ","05.02"
"저격러다ㅋㅋ 석천인지 인정한거보고 나도 멈추겠다[1]  ","dd(109.70)  ","05.02"
"도쿄 오사카중에 어디가 볼게많음?[4]  ","ㅇㅇ(59.7)  ","05.02"
"마지막 영상? 오직 일본에만 있는 그것에 관한 이야기  ","SO(121.190)  ","05.02"
"등판했다 외노자야 축하한다 내가 졋음 석천 일여갤 탈갤[29]  ","석천인지  ","05.02"
"오늘도 어수선하네요.. 앞으로 '진짜일뽕'인 저는 바뀌겠음니다!![18]  ","ㅇㅇ(210.100)  ","05.02"
"석천이 일본어 못하는건 팩트임[1]  ","dd(185.104)  ","05.02"
"근데 유동 쓰는 애들이 지능 높은거임  ","조선누룽지  ","05.02"
"죽기전에 한번만 스시녀 사겨보고 싶다[1]  ","조선누룽지  ","05.02"
"재벌 인증은 어케 했길래 재벌임?[3]  ","조선누룽지  ","05.02"
"엔투면 일본어 좆도 못하는거 맞어[1]  ","조선누룽지  ","05.02"
"석천이 재벌어쩌고도 구라자나  ","ㅇㅇ(223.141)  ","05.02"
"도쿄가 확실히 가장 좋더라[2]  ","조선누룽지  ","05.02"
"석천이 저양반 유동일땐 패드립치는거보면  ","ㅇㅇ(199.249)  ","05.02"
"프외자 왜케 미움 받는거냐[7]  ","조선누룽지  ","05.02"
"엣헴... 일본은 싫지만 정치, 역사와 문화교류는 별개라고 생각합니다[4]  ","ㅇㅇ(119.201)  ","05.02"
"일본이 우리 식민지로 만든건  ","ㅇㅇㅇ(59.151)  ","05.02"
"석천인지의 프외자 블로그 주작사건...jpg[12]  ","ㅇㅇ(23.129)  ","05.02"
"공부 안하는 일본어의 한계[2]  ","조선누룽지  ","05.02"
"8월 초에 도쿄갈건데 항공권 얼마에 사면 ㅍㅌ임?[2]  ","ㅇㅇ(175.223)  ","05.02"
"니들 글 다 미리 보존해둬라 석천이가 신고한다  ","ㅇㅇ(126.161)  ","05.02"
"(인물사전)석천인지_유동분신술_호주아이피편...jpg[2]  ","ㅇㅇ(51.15)  ","05.02"
"공부하는거 싫어하면 일본어 잘하는거 힘듬?[5]  ","ㅇㅇ(59.7)  ","05.02"
"일본이 조선병합 안했으면 역사 전개 어떻게 됐을지 매우 궁금.  ","녹두장군♂  ","05.02"
"와 한국여자중에 이런멘탈 처음본다[2]  ","ㅁㅁ(77.111)  ","05.02"
"여름에 홋카이도로 도망가려는데 2주면 느긋하게 구경가능하냐[1]  ","ㅇㅇ(211.57)  ","05.02"
"애들아 부모님 모시고가는데 숙소 뱅기는 이미 결제하고 오사카가는데ㆍㄱ[2]  ","ㅇㅇ(175.223)  ","05.02"
"연호 쓰는 나라는 왕이 있는나라?[2]  ","ㅇㅇㅇ(59.151)  ","05.02"
"프랑스가 서유럽에서 젤 상징성 강한이유가 모임?[2]  ","ㅇㅇ(59.7)  ","05.02"
"캐리어에 네임택 꼭 있어야되냐[1]  ","ㅇㅇ(117.111)  ","05.02"
"일뽕 대장의 몰락.  ","콩와스끼울  ","05.02"
"석천이횽이랑 프외자랑 이건 팩트 아니냐?[3]  ","콩와스끼울  ","05.02"
"일본인들 왜 이리 찌질함?ㅋㅋㅋ[8]  ","ㅇㅇ(223.39)  ","05.02"
"석천이 저격글 다내려간거 개웃기네ㅋㅋㅋ[1]  ","ㅇㅇ(110.70)  ","05.02"
"이젠 성공한 진성 일뽕도 까버리넼ㅋㅋ[1]  ","콩와스끼울  ","05.02"
"얘들아 니네 갑자기 왜그러냐?[4]  ","콩와스끼울  ","05.02"
"석천이 심리정신 상태 분석글[3]  ","ㅇㅇ(126.161)  ","05.02"
"석천형 욕하지마라![1]  ","ㅇㅇ(178.62)  ","05.02"
"맘충년들 카페 점령하고 민폐 씹오지네 ㅋㅋㅋㅋㅋ[1]  ","ㅇㅇ(218.39)  ","05.02"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"여자친구랑 장보러 왔다긔 ㅇㅅㅇ[18]  ","프로외노자  ","05.02"
"도쿄 5월말은 덥냐?[4]  ","ㅇㅇ(223.62)  ","05.02"
"석천이고 나발이고 내 일본숙박예약정보 좀 봐줘[15]  ","ㅇㅇ(39.7)  ","05.02"
"운좋은새끼들만ㅇㅇㅇ  ","ㅇㅇ(1.218)  ","05.02"
"석천이 입갤 절대 안하지 ㅋㅋㅋ  ","ㅇㅇ(107.170)  ","05.02"
"석천이 언제쯤 입갤할련지 ㅋㅋㅋㅋ[1]  ","dd(199.249)  ","05.02"
"내년 총선은 한일전 입니다.[1]  ","ㅇㅇ(49.104)  ","05.02"
"국뽕의 부랄치는 논리[1]  ","ㅁㅁ(77.111)  ","05.02"
"인신사고가 떴습니다 ㅇㅅㅇ[18]  ","프로외노자  ","05.02"
"백만원으로 6박7일가능함?  ","ㅇㅇ(119.64)  ","05.02"
"일본은 왜 왕실폐지안함?[1]  ","ㅇㅇ(59.7)  ","05.02"
"일본 일용직 같은건 어케 구함?  ","ㅇㅇ(175.207)  ","05.02"
"석천인지 유동으로 글싼거 찾는법...jpg  ","dd(104.244)  ","05.02"
"(펌) 레이와 시대를 맞이한 어느 일본인의 생각[1]  ","ㅇㅇ(61.253)  ","05.02"
"근데 석천이 저격하는 글마다 누가 비추먹이는거냐?[1]  ","ㅇㅇ(126.208)  ","05.02"
"도쿄 인근 관광지 추천 좀[1]  ","ㅇㅇ(223.62)  ","05.02"
"석천인지 가여운 아이다 너무 그러지들 마라[1]  ","ㅇㅇ(126.208)  ","05.02"
"석천인지 저격하다 보니까 알아낸 사실.......(충격)[1]  ","ㅇㅇ(199.249)  ","05.02"
"시즈오카는 언제가 이쁜가요?[2]  ","ㅇㅇ(211.36)  ","05.02"
"[일본반응]전범기업 자산 매각절차 시작[1]  ","ㅇㅇ(1.240)  ","05.02"
"오늘 히로시마가는데 가볼만한곳 있나요?[2]  ","ㅇㅇ(126.205)  ","05.02"
"(재업)석천인지, 부캐,유동vpn 석천인지의 정체...jpg[2]  ","ㅇㅇ(62.102)  ","05.02"
"석천인지 씹소름 돋는 유동 자작극...jpg[1]  ","ㅇㅇ(62.102)  ","05.02"
"사나가 뭘 잘못했나?  ","ㅇㅇㅇ(59.151)  ","05.02"
"석천인지 너무 싸놓은 똥이 많아서 놀랍다 ㅋㅋㅋ  ","dd(71.19)  ","05.02"
"성지글) 2020년 일본은 세계 최빈국으로 전락한다[2]  ","ㅇㅇ(211.219)  ","05.02"
"일본어처럼 띄어쓰기 넓게되도록 어케 바꿔?[2]  ","녹두장군♂  ","05.02"
"여긴 jlpt 2급도 일본어 좆도 못하는 새기라고 까는곳임[8]  ","탕탕!!  ","05.02"
"와 석천인지 자아가 존나많아서 정리하기도 개빡셈ㅋㅋㅋㅋ[2]  ","dd(46.182)  ","05.02"
"석천이 주작한거만 수십개라서 정리도 어렵다 씨발ㅋㅋㅋㅋㅋㅋ[1]  ","dd(46.182)  ","05.02"
"석천인지 레전드 프외자 돈키호테 블로그 주작사건...jpg[3]  ","dd(185.198)  ","05.02"
"질문좀 하겠습니다[1]  ","ㅇㅇㅇ(221.148)  ","05.02"
"근데 이정도면 석천=프노외가능성도있음[2]  ","ㅇㅇ(110.70)  ","05.02"
"보통은 주작이 들통남 이불킥을 하던데[1]  ","ㅇㅇ(111.83)  ","05.02"
"한일관계가 정상화되는 방법[6]  ","ㅇㅇ(61.253)  ","05.02"
"사진몇장[3]  ","愛野美奈子  ","05.02"
"겉으로만의 자상함은 널 믿지 않는다는거야[2]  ","ㅇㅇ(211.117)  ","05.02"
"야 일본에서 하얀번호판 차량으로 운행하면 불법이냐? 시로타쿠?[2]  ","지옥소녀나베  ","05.02"
"외노자 혹은 검은머리 새끼들이 한국 웹싸이트 왜 어슬렁 거리는줄 아냐  ","ㅇㅇ(211.117)  ","05.02"
"일본은 바키사건만 보면 된다  ","ㅇㅇ(211.117)  ","05.02"
"전직 일뽕이, 일본이 망해간다고 하는 이유.  ","ㅇㅇ(49.169)  ","05.02"
"마일리지로 항공편 예약하려니까 매진이래..ㅠㅠ  ","ㅇㅇ(110.70)  ","05.02"
"연말 홋카이도 성수기임?[2]  ","ㅇㅇ(175.206)  ","05.02"
"와 내글 언제 삭제됬누 ㅋㅋㅋㅋㅋ[1]  ","ㅇㅇ(14.46)  ","05.02"
"석천인지 쫄리니까 다 잘 때 신고해서 글 지우네  ","ㅇㅇ(126.161)  ","05.02"
"후쿠오카는 시발 장기투숙 존나비싸네  ","ㅇㅇ(14.38)  ","05.02"
"애초에 좆망갤에 단체로 프외자 깔때부터 알아봤음[1]  ","ㅇㅇ(58.123)  ","05.02"
"인정함 나 vpn 이다   ","ㅇㅇ(49.255)  ","05.02"
"2시에 입국해서 패러세일링 3시반 집합 쌉가능?[1]  ","ㅁㄴㅇㄹ(121.157)  ","05.02"
"좌파새끼들은 이갤 오지마 [2]  ","ㅇㅇ(114.168)  ","05.02"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"(진지) 요새 스시녀들 조센식 메이크업이 유행임?.ask[4]  ","훈남노노봉  ","05.02"
"재벌인 그분은 도대체 왜[2]  ","ㅇㅇ(153.154)  ","05.02"
"와 진짜 국뽕새끼들은 어째파면 팔수록 병신이냐 ㅋㅋㅋㅋ  ","ㅇㅇ(128.53)  ","05.02"
"일본사는 한녀가 말하는 일남과 한남의 차이점[1]  ","ㅇㅇ(113.131)  ","05.02"
"얼마나 뻔뻔하면 안자고 저러고 있겠노 ㅋㅋㅋㅋ[2]  ","ㅇㅇ(107.170)  ","05.02"
"나 시드니 아니거든 멜버른이야   ","ㅇㅇ(49.255)  ","05.02"
"개웃기네 ㅋㅋㅋㅋㅋ[3]  ","ㅇㅇ(111.83)  ","05.02"
"골든위크 10연휴인데 뭐하는건지 모르겠습니다 ㅇㅅㅇ[18]  ","프로외노자  ","05.01"
"머리를 자르러 갔다가 미용사 아줌마에게 들은게 있습니다[16]  ","프로외노자  ","05.01"
"여기 양심에찔리는놈들 참많을거야 ㅎㅎ  ","ㅇㅇ(110.70)  ","05.01"
"호주라고 이녀석들아  ","ㅇㅇ(49.255)  ","05.01"
"아이피 적고 다시 [3]  ","ㅇㅇ(49.255)  ","05.01"
"자 영수증[2]  ","ㅇㅇ(49.255)  ","05.01"
"주작을못하면 프외자 못까요 아~~ 못난 사람ㅋㅋㅋㅋ[1]  ","ㅇㅇ(110.70)  ","05.01"
"아놔 이병신들 나 호주거든 [7]  ","ㅇㅇ(49.255)  ","05.01"
"대충보니까 지금한 3~4명이서 서로 조작하고있네 ㅋㅋ  ","ㅇㅇ(110.70)  ","05.01"
"근데 다른갤에 비해서 일여갤  ","급식먹자  ","05.01"
"프노외가 진짜라면 맨날하는 헛소리도 진짜라는거 아니야[9]  ","ㅇㅇ(61.83)  ","05.01"
"개추 눌러줘라 안눌르고 뭐하냐 ㅋㅋㅋ[1]  ","dd(5.196)  ","05.01"
"아직 이르다 단순히 부캐만든거인지 자기 사장 도용한건지 알순없잖아[1]  ","ㅇㅇ(49.255)  ","05.01"
"'진짜일뽕'인 저는...앞으로 vpn 절대 상대안하겠습니다 ㅋㅋㅋㅋ[18]  ","ㅇㅇ(210.100)  ","05.01"
"옛날부터 그 양반 이상하긴 했어 ㅋㅋㅋㅋㅋㅋ[4]  ","ㅇㅇ(107.170)  ","05.01"
"내가 프외자가 아닌이유  ","ㅇㅇ(110.70)  ","05.01"
"일여갤은 하루라도 조용한 날이 없놐ㅋㅋㅋㅋㅋㅋㅋㅋ[1]  ","급식먹자  ","05.01"
"와시발 그러면 프외자 보살이야??[6]  ","ㅇㅇ(110.70)  ","05.01"
"국뽕들 문제 txt  ","ㅁㅁ(77.111)  ","05.01"
"석천인지 ㅋㅋㅋㅋㅋㅋㅋ[5]  ","ㅇㅇ(153.154)  ","05.01"
"아존나웃기네ㅋㅋ 그럼 프외자 정상이였던거야??[2]  ","ㅇㅇ(61.83)  ","05.01"
"주작갤러리 ㅋㅋㅋㅋㅋㅋ지금 글 다 지우는중인듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋ[1]  ","ㅇㅇ(104.236)  ","05.01"
"여기 부캐가지고 장난하는 새끼들 졸라 많은거 같다  ","ㅇㅇ(49.255)  ","05.01"
"설마 지금 비추 1씩 찍히는게?![2]  ","ㅇㅇ(110.70)  ","05.01"
"122.34 이제 이 고닉으로 새롭게 태어났습니다[4]  ","왕초보외노자  ","05.01"
"이제곧 vpn 존나와서 분탕칠듯ㅋㅋㅋ  ","ㅇㅇ(110.70)  ","05.01"
"이래서 유동 vnp새끼들은 걸려야한다니깤ㅋㅋㅋㅋ  ","ㅇㅇ(223.62)  ","05.01"
"일뽕 새끼들중 정상인 없네ㅋㅋㅋ  ","ㅇㅇ(110.70)  ","05.01"
"니들이 이상황이면 어쩔거냐고[1]  ","ㅇㅇ(175.209)  ","05.01"
"성매매 하려면 호주와라 호주는 성매매 합법이다[2]  ","ㅇㅇ(49.255)  ","05.01"
"한때 일본취업 실패했다고 징징대던 122.34임[7]  ","ㅇㅇ(122.34)  ","05.01"
"그 애비에 그 딸년[1]  ","ㅇㅇ(195.206)  ","05.01"
"결혼안하면 혼자지가번거다쓰고있는돈으로살아도죽을때까지사는데결혼왜하는거냐?[2]  ","ㅇㅇ(175.209)  ","05.01"
"111.83 속 마음 [3]  ","석천인지  ","05.01"
"속보)토착왜구당 해산 청원 160만명 돌파!!!.jpg[3]  ","앗츄~  ","05.01"
"메일주소 인증[12]  ","석천인지  ","05.01"
"넷에서 씨부리는게 일본어 실력인증이냐[1]  ","벤쿠버선봉장애미  ","05.01"
"이런 상황이면 계속 놀기 vs 일하기[1]  ","ㅇㅇ(175.209)  ","05.01"
"111.83나 초대해라[3]  ","석천인지  ","05.01"
"111.83야 제대로 붙어 회화로 번역기 쓰지말고[3]  ","ㅇㅇ(49.255)  ","05.01"
"111.83일본어 대결하려먄 제대로 하자 넷에서 번역기 사용하지말고[8]  ","석천인지  ","05.01"
"111.83 니가 내앞에서 일본어를 논하냐 ㅋㅋ[11]  ","석천인지  ","05.01"
"일본 현지에서 기프티콘 사거나  ","ㅇㅇ(1.237)  ","05.01"
